id	status	priority	kind	title	evidence
catalog-pb-1	PARTIAL	launch-critical	decision	PB-1: graded TS runtime (QuickJS isolate) cannot run @solana/kit at all (no module resolution, no WebCrypto) — decision: ship a browser-safe Kit bundl	Decision recorded: #600 CLOSED 2026-07-27 with owner decision 'graded TypeScript blocks are pure functions over injected fixtures. No Kit-capable sandbox' (verified QuickJS __modules__ rewrite only ships web3.js+spl-token, so Kit imports die at bind time). Shi
catalog-pb-2	PARTIAL	launch-critical	build-item	PB-2: capability enum is only funded-wallet|deployed-program — no signed-transaction/source-file/published-artifact capability or verifying block; RES	Confirmed the enum is unchanged: packages/content-schema/src/capabilities.ts CAPABILITY_KEYS = ["funded-wallet","deployed-program"]; no signed-transaction/source-file/published-artifact capability or verifying block shipped. The rescoped fallback arm is what s
catalog-pb-3	DONE	launch-critical	build-item	PB-3: build server is Agave 3.0.14 / anchor-lang 0.32.1 / borsh 0.10.3; Anchor 1.x needs Solana ≥3.1.10 — bump BEFORE authoring a single buildable exe	#594 (Build server: bump platform-tools + Anchor) CLOSED 2026-07-26 with its PR merged (gate comment confirms). apps/build-server/programs/Cargo.toml pins anchor-lang 1.1.2; Dockerfile pre-caches and src/build.rs:245 invokes cargo-build-sbf --tools-version v1.
catalog-pb-3b	PARTIAL	launch-critical	build-item	PB-3b: Rust grading is compile-only (build.rs only shells cargo-build-sbf) — add buildType: unit-tested running cargo test --lib (crate is already cdy	The interim arm is fully enforced in shipped C2/C3: zero 'hidden' tests across all 22 Rust exercise tests.json (verified programmatically); fixed 'mod verify' harness present (e.g. C2 enums-option-result starter/solution/tests); const-asserts used for const-ev
catalog-pb-4	PARTIAL	launch-critical	build-item	PB-4: deploy, fund and FREEZE the reference vault program on devnet before authoring — its account layout is a curriculum-wide decision (C2's struct a	#599 CLOSED 2026-07-27: vault deployed+frozen on devnet — snapshot onchain-academy/reference-vault/README.md pins program D7ZFoWvEG5NBnkJy6iC98rhwj2qhgq8xhSD42cdTRAQd, upgrade authority none (freeze tx cE2s7WGb...), committed vault_program.idl.json field-ident
catalog-pb-5	DONE	launch-critical	build-item	PB-5: schema gaps — buildType enum lacks LiteSVM/unit-tested, language enum lacks YAML/JSON, code block ships exactly one starter (multi-file Rust una	Skills gate shipped: PR #638 merged 2026-07-26 'content-lint: gate 19 — skill tags gated against skills.yaml (registry, reuse bar, interleaving pairs, review denylist)'; snapshot packages/content-lint/src/checks/gate19-skills.ts + gate19 tests exist. Catalog a
catalog-pb-6	DONE	high	build-item	PB-6: retire the JS mock SDK's false PDA model (findProgramAddressSync with fabricated hash + bump 254, isOnCurve()=>true) — the JavaScript twin of De	PR #826 MERGED 2026-07-27T23:17 'retire the fabricated web3.js-v1 PDA mock — loud stubs both runners (#818)' — removes the XOR-hash/bump-254 findProgramAddressSync + always-true isOnCurve from packages/challenge-executor/src/executor.ts AND the duplicated brow
catalog-pb-7	PARTIAL	launch-critical	build-item	PB-7: creator/instructor pipeline is broken (documented instructors/ dir doesn't exist, no course.yaml has instructor key, teachers.yaml unread) — fix	Pipeline fixed: admin sync route resolves the on-chain creator directly from course.creator with NO platform-authority fallback and loud failure on missing/invalid wallet (snapshot apps/web/src/app/api/admin/courses/sync/route.ts:220-245); all 4 new course.yam
catalog-order-1	SUPERSEDED	high	decision	Authoring order: Wave 1 = C3 (largest reuse, credential course; blocked on PB-3+PB-7, prose can start now) + C5 (zero platform blockers, ship-first he	Actual authoring order was C5 (PR #6, 07-26) → C2 (#671 'UNBLOCKED, start here' after #594/#634 proved the toolchain in CI; PR #12) → C3 (#712, PR #17) → C4 (#674 'blocked on C3 shipping', PR #18, 07-27) → C1 last (#673 still OPEN). The catalog's wave order (C
catalog-order-2	SUPERSEDED	high	process-rule	Publish order is 1→5 regardless of authoring order; C3 may publish early with solana-fundamentals temporarily feeding it, but C3's false opener MUST b	Publishing went: C5 standalone first (#679 lock bump 07-26 — the rule's own sanctioned hedge), C3 transform (#740), then owner-authorized finalization to the live 4-course ladder C2→C3→C4→C5 with C1 to follow (#798 'catalog finalized to the live 4-course ladde
catalog-reuse-1	DONE	high	process-rule	Reuse ledger enforced: verbatim carries (bfsp structural lessons + template quiz syntax), prose-only carries (code always rewritten), and a DELETE-DO-	#601 CLOSED 07-26; ledger exists at docs/superpowers/specs/2026-07-26-course-salvage-ledger.md (snapshot). PR #17 (C3) documents conformance explicitly: anchor-framework's DefaultHasher PDA exercises 'neither ported nor cited' (delete list respected), prose-on
catalog-l10n-1	OWNER-PARKED	medium	decision	Localization: EN first for all five, then deliberately split — C1 PT-BR then ES; C2 ES FIRST (most contested-free cell: no Blueshift Rust course, zero	The ES-vs-PT-BR promotion is unified-spec O-10, explicitly restored as an OPEN owner decision (2026-07-25-UNIFIED-LAUNCH-SPEC.md: 'O-10 — Is Spanish promoted to a launch language for C2/C4/C5... A positioning call, not a research question'); gh search for an O
catalog-l10n-2	PARTIAL	high	process-rule	Translation blocking rule: a lesson is not translated until its version stamp is confirmed current — translating an unstamped code lesson guarantees t	The enforcement substrate shipped: PR #705 merged 07-26 'version-stamp frontmatter + gate 21 currency check' (versionStamp + gate21-version-currency in content-lint), and the i18n mechanism design hash-pins each translated unit to a basedOn EN version stamp vi
catalog-pr-1	DONE	launch-critical	process-rule	Content-PR sequence: PR 0 = platform prerequisites (PB-3 bump, PB-5 skills gate, version-stamp frontmatter + CI check, skills.yaml migration); PRs 1..	Sequence held in substance: PR 0 items — #594 toolchain bump (07-26T00:08), #638 skills gate, #705 version-stamp+CI check, skills.yaml migrated in content PRs. Course PRs #6/#12/#17/#18 merged STAGED (nothing live); activation only via content.lock bumps #679/
catalog-pr-2	DONE	high	process-rule	Cross-course seam PRs expected: C2's PR must also fix C3's from-code-to-chain opener; C3's PR must confirm the IDL is persisted as an artifact C4 can 	Seam 2 verbatim in C3's PR #17: 'program.idl.json was moved, not dropped, and is wired to a program-explorer block so it isn't a gate-5 orphan' — the artifact C4 consumes. Seam 1 landed in #17 rather than C2's #12: the from-code-to-chain opener was retired ent
catalog-o-1	DONE	launch-critical	decision	Owner decision §8.1: build a Kit-capable sandbox or accept pure-function grading permanently — largest single platform investment, gates the catalog's	#600 CLOSED 2026-07-27 with an explicit owner-decision comment: 'PB-1 is DECIDED — graded TypeScript blocks are pure functions over injected fixtures. No Kit-capable sandbox... C1 authoring proceeds on this basis.' Decision recorded before C1 authoring started
catalog-o-2	PARTIAL	launch-critical	decision	Owner decision §8.2: is cargo test --lib a launch blocker for C2, or does C2 ship compile-only with softened copy? (Under compile-only a withdraw call	The shipped reality matches the spec's recommended branch (unified O-12 option b): C2 shipped compile-only with honestly softened copy — PR #12: 'no hidden tests anywhere on the Rust path... none are authored or implied', non-editable mod verify pinning items 
catalog-o-3	PARTIAL	launch-critical	decision	Owner decision §8.3: ship the three missing capabilities or collect via openEnded with softened copy? Spec recommendation: ship published-artifact onl	Executed along the recommended line: openEnded attestation route shipped (#611 merged — C5 Earn lesson completable, receipt-first/best-effort per O-13); capstone published-artifact gating shipped (#561 capstone-gated credential via the deploy webhook, merged);
catalog-o-4	DONE	high	decision	Owner decision §8.4: pull C5 to Wave 1 and publish standalone before C4? (Zero blockers, only global first-mover position, live decay clock; cost = re	Decided by execution with owner sign-off: C5 was authored first (content PR #6, 07-26) and published standalone the same day via lock-bump PR #679 ('activate launch catalog — zero-to-deployed + C5', merged 07-26T15:19) — before C4 even existed (PR #18 merged 0
catalog-o-5	OWNER-PARKED	medium	decision	Owner decision §8.5: promote Spanish to a launch language for C2/C4/C5, or PT-BR first everywhere? (Evidence says ES is the empty lane; brand says Bra	Same decision as unified O-10, explicitly restored as an open owner call in 2026-07-25-UNIFIED-LAUNCH-SPEC.md ('O-9…O-13 were open in the source documents and were neither answered nor carried forward'; O-10 text at ~line 1589 with recommendation ES-first on C
catalog-o-6	OWNER-PARKED	medium	decision	Owner decision §8.6: confirm segment 3 out of scope for this wave — if wrong, it is a SIXTH course, not an adjustment to C1	Became unified O-5 ('build the JS/TS rung, or refer out?'; recommendation: refer out at launch and say so on the catalog page). #579 'JS/TS entry-rung course' is OPEN as the would-be sixth course, with a 2026-07-27 loop-disposition comment: 'blocked on owner i
catalog-a-1	DONE	medium	decision	A1 ruling: mock-SDK retirement is cleanup, not the C1 blocker — a Kit lesson fails closed in the isolate (cannot resolve @solana/kit), it does not sil	The ruling is encoded in the frozen CATALOG.md itself ('the mock retirement is cleanup that rides along with retiring the legacy exercises, while PB-1 is the actual blocker... would have put cleanup on the critical path'), and sequencing honored it: PB-1 was t
catalog-a-2	DONE	high	decision	A2 ruling: capability-enum gap is NOT a catalog-wide launch blocker — C3's full milestone chain is verified on today's platform and must not be gated 	C3 authored and merged as courses-academy PR #17 (2026-07-26, '16 → 15, KEEP + anchor-framework merge') and is LIVE: monorepo main apps/web/content.lock pins courses-academy sha 9b1f03e (= PR #21 'finalize catalog migration'). C3 uses only existing capabilitie
catalog-a-3	DONE	medium	decision	A3 ruling: C4 L3 keeps a graded TS block (classifyChange over hidden IDL-diff fixtures has a non-echo right answer — distinct from the condemned accou	C4 L3 (package-surface-and-readme) ships graded classifyChange: ts/starter.ts+solution.ts, intro.md describes ordering branch logic over pipe-joined IDL-diff descriptors (non-echo). C4 L4 (publish-the-package) intro.md line 13-14: the workflow YAML is inside a
catalog-a-4	PARTIAL	medium	decision	A4 ruling: in-lesson fade (completion block before independent block) applied to C1 M3 and C2 M4 instead of adding lessons; C5 M3 exempt — the right s	C2 M4 fade shipped: build-the-vault-core has two graded rungs in order — complete/ (skeleton completion) then write/ (signature-only + non-editable mod verify harness, write/starter.rs line 49). C5 M3 exemplar shipped: write-the-deep-dive/the-shape.md contains
catalog-a-5	DONE	medium	decision	A5 ruling: expertise-reversal concern rescoped — segment 2 enters at C3/C5, not C1; fix is two paragraphs of routing copy + documented reference fallb	Routing copy + fallbacks shipped, no placement test built. C3: from-rust-core-to-anchor/exercise/starter.rs line 7 'If you did not take Course 2, this is the reference version — it is a correct...'; fund-your-wallet intro 'If Course 3 is your entry point...'. 
catalog-a-6	DONE	medium	decision	A6 ruling: C4 L10 promoted to independent-write; the alternative twelfth lesson rejected (count must follow material — the exact drift that broke C3)	C4 has exactly 11 lesson dirs; L10 = states-errors-and-reads, whose intro.md states 'This is the course's last technical rung, and it is **independent-write**... you get a spec here, not a pattern.' No twelfth lesson was added (course.yaml modules: 4/3/4).
catalog-a-7	DONE	high	process-rule	A7 ruling: unverified registry facts (swr/react-query peers, Codama render-map export name, npm trusted-publishing steps, @solana-program/token minor)	All four flagged registry facts shipped as dated, authoring-time-verified statements: swr/react-query peers — C4 connect-with-wallet-standard intro line 24 'Install list (verify at authoring — this course pins kit 7.0.0, checked 2026-07-27)' includes swr + @ta
catalog-insight-1	DONE	medium	research-insight	Expertise-reversal effect is real and quantified (guidance helps novices, hurts experts, d = −0.428) — this is why mid-path entry points need skip aff	Skip affordances exist at both declared mid-path entry points: C3 ships the known-good vault_core.rs reference (from-rust-core-to-anchor/exercise/starter.rs 'If you did not take Course 2...'), C5 ships the reference-app entry (what-you-built.md line 23). Faded
catalog-insight-2	DONE	medium	research-insight	Blocked practice inflates confidence, interleaved does not — retrieval lessons must deliberately interleave across modules (and courses), never quiz o	All shipped retrieval lessons interleave with cross-course seeding: C2 ownership-checkpoint lesson.yaml line 12 'two (q3, q7) are seeded from Course 1's account-layout and decoding work'; C3 pre-flight-check line 15 'nine items spanning modules 1-3 plus two se
catalog-insight-3	DONE	high	research-insight	quiz block is built, documented, templated, and used in 0 of 76 production lessons — the retrieval policy needs zero engineering and zero XP cost	49 of 49 lesson.yaml files across the 4 live courses contain a `type: quiz` block (grep -l 'type: quiz' */lessons/*/lesson.yaml = 49 = total lesson count), vs 0/76 in the old catalog. Shipped without any platform work; per-option explanations authored (PRs #15
catalog-insight-4	DONE	medium	research-insight	Writing about what you built is the best-odds path on Earn (deep dives ~$63–$89/competitor, educational modules $2.5k–$3k at ~10 subs, vs promo conten	C3 what-you-built/intro.md line 40: educational modules/deep dives 'paid $1,500–$3,000 at roughly 10–50 competitors... why the write-up below is a deliverable and not homework', followed by '## The write-up' and an openEnded block keyed 'writeup' in lesson.yam
catalog-insight-5	DONE	medium	research-insight	Competition on Earn is a function of time-to-deadline, not category (Zeroclaw ≤12 → 52 subs) — surface newly-opened listings; quote medians over compl	C5 submit-and-what-you-built/what-you-built.md line 54: 'Competition is a function of time-to-deadline, not of category. The Zeroclaw listing sat at twelve submissions or fewer for most of its run and closed at 52... never quote a single-day count as a competi
catalog-insight-6	PARTIAL	high	research-insight	'Canonical' and 'what you will be paid to touch' have diverged: web3.js v1 still holds npm latest (~2.1M/wk vs Kit ~1.65M) — teach learners to READ le	C4 L6 (signers-chains-and-the-legacy-seam) ships the seam: 'web3.js v1 still holds npm's latest tag and out-downloads Kit (roughly 2.1M vs 1.65M weekly at the time of writing)... Learn to read it. Do not learn to write it.' Course-level pins are dated (L1 stam
catalog-insight-7	DONE	high	research-insight	x402 momentum is the freshest market signal (37M+ txns, ~70% monthly volume on Solana, Visa/Mastercard founding members, zero course coverage anywhere	C5 shipped while the gap holds (courses-academy PR #6 merged 2026-07-26, live via content.lock @9b1f03e). Version stamps in effectively every C5 lesson ('Version stamp — checked 2026-07-25' with exact pins: @x402/* 2.19.0, @solana/subscriptions 0.4.0, kit 7.0.
catalog-insight-8	DONE	high	research-insight	Infrastructure constraints produce fake pedagogy: Playground grading produced ten std-only fake Rust exercises; the QuickJS mock produced mock-object 	No fake exercises recurred: every C2/C3 Rust exercise is buildable on the build server against anchor-lang 1.1.2 (apps/build-server/programs/Cargo.toml on main = 1.1.2; C2/C3 lesson stamps quote real compiler output, platform-tools v1.54/rustc 1.89), replacing
catalog-risk-1	DONE	high	risk	C2 is the documented industry drop-off cliff (ownership/borrowing) and currently the most compressed course — 14 lessons with a full ownership→lifetim	C2 rust-for-program-devs has exactly 14 lesson dirs in a 4/5/3/2 module arc (course.yaml: rpd-rust-that-compiles 4, rpd-ownership-borrowing-lifetimes 5 — moves/borrows/fix-the-borrow-checker/lifetimes/checkpoint, rpd-modeling-state 3 — structs-traits/enums-opt
catalog-risk-2	DONE	medium	risk	C4 is the most version-fragile course (sub-1.0 wallet plugins, @solana/react pins kit exactly) — authored last (Wave 3) and every pin re-verified at a	C4 was authored last of the four: courses-academy merge order C5 #6 (07-26 14:13) → C2 #12 (07-26 19:49) → C3 #17 (07-26 22:44) → C4 #18 (07-27 13:58); #674 was explicitly 'blocked on C3 shipping' and is CLOSED. Pins re-verified at authoring: idl-to-typed-clie
catalog-risk-3	DONE	launch-critical	risk	Grading is the risk on the C2 capstone: compile-only grading passes wrong-behaviour code — the fixed verification harness catches absent/mistyped item	Risk accepted, not closed: PB-3b never landed — apps/build-server/src/build.rs on main still only shells cargo-build-sbf (no cargo test path). C2 launched with the acceptance explicit in the shipped artifact: capstone copy 'the build server checks that your fi
unified-1	DONE	launch-critical	build-item	Close the AI cost holes: refund only on !response.ok, narrow the 411 outer catch, add non-refundable billed_assists counter, fail-closed ai:partner li	#590 CLOSED via PR #613 (merged 2026-07-26). Snapshot: route refunds ONLY when the Gemini fetch returns !ok (partner-route.test.ts asserts no refund on success, on truncation/empty output, on exhausted budget; refund fires on 502 !ok); migration supabase/migra
unified-1b	DONE	high	process-rule	Fairness-window rule: if item 3a slips more than a week past item 1, restore a narrow refund keyed to finishReason===MAX_TOKENS only — never the broad	Satisfied via the first branch of the done-when: 3a did NOT slip — #612 (diff-propose + 8k cap) and #613 (item 1) both landed 2026-07-26, same day. route.ts:384-389 documents the resulting policy (billed truncation not refunded because diff-propose removed the
unified-2	DONE	launch-critical	build-item	Populate tutorNotes: schema field + authored per-challenge common mistakes, passed at route.ts:263 (cheapest high-evidence change; half of the Bastani	#592, #650, #683, #771, #775 all CLOSED. Schema surfaces tutorNotes (lib/content/project.ts:164-170); route passes authored notes to the prompt (route.ts:417-428, no longer undefined). Authoring shipped in courses-academy merged PRs #10, #14, #19 (all 13 C2 ch
unified-3a	DONE	launch-critical	build-item	Emit propose as a unified diff at a 2,048-token cap and trim MAX_CODE_CHARS 20,000→8,000 — unblocked, ships same week as item 1, closes the AIE-11 tru	#612 CLOSED. propose is schema-forced to minimal search/replace edits with no 'text' field and no whole-file dump (PROPOSE_RESPONSE_SCHEMA, partner-prompt.ts:195-213 + prompt rule at :30), output cap 2048 (partner-prompt.ts:125, asserted in partner-prompt.test
unified-3b	NOT-DONE	high	build-item	Per-action model routing (ask/propose→cheapest verified Flash; hint/Socratic priced against gemini-2.5-flash-lite $0.10/$0.40, not 3.1-flash-lite) + F	route.ts:75-77 pins a single GEMINI_URL (gemini-3.5-flash) for all four actions. Searches: gh issues for 'Flex/routing/AIE-04' (no tracking issue), #590/#591/#592 comments (the #591 closing comment still says 'Run the two Gemini curls... before tuning further'
unified-4	DONE	launch-critical	build-item	ai_spend_ledger runaway-abuse backstop: fail-closed SECURITY DEFINER record_ai_spend mirroring spend_challenge_assist, America/Sao_Paulo windows, size	#591 CLOSED via PR #720 (merged 2026-07-26) + follow-up #729. supabase/migrations/20260726180000_ai_spend_ledger.sql: RLS enabled with NO policies, SECURITY DEFINER record_ai_spend/check_ai_spend with search_path pinned, REVOKE from PUBLIC/anon/authenticated (
unified-curls	NOT-DONE	launch-critical	build-item	Run the two Gemini curls (AIE-04 key reachability; AIE-05 usageMetadata/thinkingBudget honoured) — minutes of work gating item 3b, O-1, and the cost-q	Searched: gh issues for 'curl/AIE-04' (only unrelated hits), comments on #590/#591/#592 (the #591 close-out comment explicitly defers: 'Run the two Gemini curls to find out which regime we're in'), docs/ (AIE-04/AIE-05 appear only in the spec rows marked UNVER
unified-5	DONE	launch-critical	build-item	Build server platform-tools + Anchor bump (longest pole): add --tools-version v1.54 to build.rs:225, bump both host-Rust 1.85 pins in Dockerfile, bump	#594 CLOSED (PR merged), #614 (CI builds the image) CLOSED. All four changes in snapshot: apps/build-server/src/build.rs:245 passes --tools-version v1.54; Dockerfile pins both host-Rust to 1.89 (FROM rust:1.89-bookworm at :2, rustup default-toolchain 1.89.0 at
unified-5b	DONE	launch-critical	build-item	Enable the build server in production: confirm BUILD_SERVER_URL/BUILD_SERVER_API_KEY prod env vars, confirm the #193 VPC deny-egress, remove the stale	Stale DO-NOT-SET comment replaced with the ops-verification guidance (buildable-executor.ts:47-58: confirm deploy WITH deny-egress VPC vars, then set BUILD_SERVER_URL/BUILD_SERVER_API_KEY; fails closed 503 while unset). #193 (VPC deny-egress) and #253 (deploy 
unified-6	DONE	launch-critical	build-item	Build the openEnded attestation route (launch-breaking): POST validates submission and returns sealAttestation seal UNCONDITIONALLY; AI reply is best-	#595 CLOSED via merged PR #611 ('openEnded attestation route — receipt-first'). apps/web/src/app/api/lessons/reflect/route.ts computes sealAttestation BEFORE the AI call and returns it even if the reply path throws (:158-185, reply wrapped in its own try/catch
unified-6b	DONE	high	decision	Capability-enum ruling: ship published-artifact only (covers C1 L7, C4 L4/L10); defer signed-transaction and source-file; unverifiable milestones must	Ruling recorded in UNIFIED-LAUNCH-SPEC.md:354-360 ('Ship published-artifact only... an unverifiable milestone must say record what you built and must not say verified'), with :678 equating published-artifact with item 6's receipt (shipped, #611). signed-transa
unified-7	PARTIAL	high	build-item	Content-lint skills gate: every skills entry must resolve to skills.yaml (42 slugs per D-D), ≥2-lesson reuse bar, the five interleaving-pair vocabular	#596 CLOSED. packages/content-lint/src/checks/gate19-skills.ts: 19a invented-slug/missing-skills.yaml = ERROR (fails CI); 19b reuse bar ≥2 with reviewExempt escape = warning; 19c asserts both members of each pair exist and have ≥2 lessons = warning. All five p
unified-8	PARTIAL	high	build-item	Version-stamp frontmatter + CI currency check on every lesson (load-bearing, not hygiene — the catch mechanism for the C5 decay clock and Kit 8 canary	#597 CLOSED via PR #705: content-schema version-stamp.ts + packages/content-lint/src/checks/gate21-version-currency.ts (npm registry latest-vs-pin drift, warning/notice tiers, 5s timeout, zero network calls when no stamp present — its own header notes 'existin
unified-9	PARTIAL	launch-critical	decision	C5 dependency seam RESOLVED: pin the whole set to the kit-6 shelf (@solana/kit@6.10.0 + @solana-program/token@0.14.0 + subscriptions@0.4.0 + @x402/*@2	Ruling itself is fully recorded: #598 CLOSED via merged PR #615 (2026-07-26T00:19) — kit-6 shelf (@solana/kit@6.10.0 + @solana-program/token@0.14.0 + subscriptions@0.4.0 + @x402/*@2.19.0), no peer override, plain npm install never --strict-peer-deps, constrain
unified-10	DONE	high	build-item	Freeze a devnet reference vault (PB-4): deployed, funded, frozen, account layout treated as a curriculum-wide decision; also the C4 dead-end fallback	#599 CLOSED; PR #822 merged 2026-07-27 records the frozen vault in-repo at onchain-academy/reference-vault/ (README + committed vault_program.idl.json, program D7ZFoWvEG5NBnkJy6iC98rhwj2qhgq8xhSD42cdTRAQd). Closing comment: deployed, funded, frozen (authority=
unified-11	DONE	high	decision	Decide PB-1 (Kit-capable sandbox vs permanent pure-function grading) before C1 authoring; retire the fabricated findProgramAddressSync/isOnCurve mock 	#600 CLOSED with the recorded owner decision (2026-07-27): graded TS blocks are pure functions over injected fixtures, no Kit-capable sandbox (QuickJS has no module resolution; C5 starters are zero-import). Cleanup landed: #818 ('Retire the fabricated findProg
unified-12	DONE	launch-critical	build-item	Quiz feedback + 403 mapping + AI suppression (P0): add check action + feedback to the EXISTING silent QuizBlock renderer, fix completionFailedEnrollme	#564 CLOSED. Snapshot: quiz-block.tsx renders per-option authored feedback + explanation on Check (:37-48,:84,:142) with tests; completionFailedEnrollment mismap fixed in lib/lessons/completion-error.ts (+completion-error.test.ts); AI pane suppressed while any
unified-13	DONE	launch-critical	build-item	Harden /api/deploy/save: RPC existence check, executable check, upgrade-authority comparison — must precede #561 or anyone claims a credential with so	#560 CLOSED via PR #620 (merged 2026-07-26T13:07), BEFORE #561's PR #721 (merged 2026-07-26T20:32) — ordering requirement met. apps/web/src/app/api/deploy/save/route.ts performs the RPC existence check, executable check, and upgrade-authority comparison (:23,:
unified-14	PARTIAL	launch-critical	build-item	Capstone-gated credential: split finalize_course→issue_credential handler so only issuance gains the capstone check; same check in /api/certificates/m	#561 CLOSED 2026-07-26. Code verified in snapshot: apps/web/src/lib/credentials/capstone-gate.ts (CAPSTONE_CREDENTIAL constant, fail-closed checkCapstoneCredentialGate, grandfathering documented in-file) is read by all three issuance paths — app/api/certificat
unified-15	PARTIAL	high	build-item	Verify-page polish (not a build): LinkedIn prefill data, course-version display, i18n share text, fix is_public=false silent 404, server-render on-cha	#554 CLOSED via PR #632 (merged): course-version row from credential metadata (lib/credentials/metadata.ts), network from env via lib/solana/network.ts resolveSolanaNetwork() replacing the page.tsx devnet hardcode (verified at certificates/[id]/page.tsx:168), 
unified-16	DONE	launch-critical	build-item	LinkedIn Add-to-Profile prefill + share nudge at mint success, ×3 locales; strike 'peer-reviewed' and the resume-score figure from the PR (UIU-02 WEAK	#552 CLOSED via PR #629 (merged 2026-07-26). lib/credentials/share.ts buildLinkedInAddToProfileUrl() with full prefill (name, organizationName=CREDENTIAL_ISSUER_NAME, issueYear/Month, certUrl, certId); CredentialShareNudge rendered at mint success (components/
unified-17	DONE	launch-critical	build-item	Earn handoff card: curated CATEGORY links only (never listings — competition is a deadline function); copy bounded to 'your first $500–$5,000 of paid 	#553 CLOSED via PR #625 (merged). components/certificates/earn-handoff-card.tsx hardcodes exactly three CATEGORY links (superteam.fun/earn/category/development/, /category/content/, /earn/grants/) with an in-file comment 'Curated CATEGORY links only: bounty li
unified-18	NOT-DONE	launch-critical	process-rule	Ordering constraint: capture the 14-day post-mint activity baseline BEFORE #552/#553 ship, or the post-credential-cliff counterfactual is destroyed	Timeline makes the constraint unsatisfied: #552 (PR #629), #553 (PR #625) and the credential_minted baseline instrumentation itself (#558 via PR #633) all merged 2026-07-26 — the same day, one day after the spec — and main auto-deploys to prod. Zero days of pr
unified-19	PARTIAL	high	content-item	The five-course path: C1 solana-for-web-devs(8), C2 rust-for-program-devs(14), C3 keep(15), C4 solana-dapp(11), C5 stablecoin-agentic-payments(9); 're	Live bundle (content/generated/) matches the table for 4 of 5: C2 rust-for-program-devs=14, C3 building-first-program=15, C4 dapp-sdk-kit=11, C5 stablecoin-payments=9. Retirement executed 2026-07-27 per #713 closing comment, owner-authorized: 5 courses deactiv
unified-19b	PARTIAL	high	content-item	Salvage ledger enforced in C2/C3/C4 PR templates: carry-verbatim list (incl. the wire-up-initialize //BUG: DEBUG rung), carry-prose-only (~16 lessons,	Substance enforced: salvage ledger doc exists (docs/superpowers/specs/2026-07-26-course-salvage-ledger.md, §DELETE explicitly 'goes in the C2/C3/C4 PR templates as a checkbox (item 19b)'); C3 PR #17 body cites the ledger by name ('The ledger says DELETE, but §
unified-19c	OWNER-PARKED	medium	content-item	Localization sequencing: C1 PT-BR→ES, C2 ES-first, C3 both, C4/C5 ES-first; RULE 1: never translate until the version stamp is confirmed current; RULE	#580 CLOSED 2026-07-26 as a design deliverable: docs/superpowers/specs/2026-07-27-content-i18n-mechanism.md merged (main e4e42250) with per-locale overlay mechanism, staleness hash-pin (= RULE 1's version-stamp guard) and coverage gating as recommendations. Cl
unified-20	DONE	launch-critical	content-item	Rescope #559 into the content.lock bump gate + two decoupled fixes shipped this week: (a) retarget capstone what-you-built pointer off defi-on-solana,	#559 CLOSED by monorepo activation PR #679 (merged 2026-07-26T15:19, 'activate launch catalog — zero-to-deployed + C5 + defi hold'), after orchestrator relabelled it bump-gated ('deliverable complete, parked on owner merge… activation is a separate monorepo co
unified-21	DONE	high	content-item	Rescope #565: redirect retrieval-item authoring from the 52-lesson old spine (~36 die on merge) to surviving C3 IDs + new courses; retrieval policy: q	#565 CLOSED. Rescope verbatim in its 2026-07-26 comment: retrieval closes authored for 'all 28 surviving lessons (per the salvage ledger — zero DELETE lessons touched)… prose untouched'; shipped as courses-academy PR #11 (merged), activated by monorepo #714, v
unified-22	DONE	high	content-item	Fix the C3 slot-ID map against slots.lock before the C3 PR (rename freely, retire slot 11 + trivial module-1 write, add pre-flight-check → 15 lessons)	docs/superpowers/specs/2026-07-26-c3-slot-reconciliation.md: single reconciled map — 15 lessons (12 KEPT / 4 RETIRED / 3 NEW), retired=[0,2,11,14] (slot 11 + trivial module-1 write gone), pre-flight-check added at slot 18; §7 'Insertion checklist for the C3 co
unified-23	DONE	high	content-item	Authoring rules enforced at review: no worked-example→independent-write jumps; concept-retrieval doesn't satisfy the intermediate rung; subgoal labels	courses/CATALOG.md (courses-academy HEAD) carries 'Authoring rules, enforced at review' 1–7 matching the item verbatim: no worked-example→independent-write jump (concept-retrieval explicitly does not satisfy it), subgoal labels as literal numbered comments in 
unified-24	DONE	high	content-item	Never author 'hidden tests' on the Rust path: grading is compile-only; the 'non-editable mod verify' mitigation is INFEASIBLE (learner supplies the wh	No unit-testing claims anywhere in shipped C2/C3 content — the opposite: 7+ lessons actively teach 'there are no hidden tests on the Rust path' and 'compiled against the real Anchor 1.1 toolchain, never unit tested' (lesson-rpd-build-the-vault-core, lesson-rpd
unified-25	DONE	medium	content-item	Schema-imposed authoring constraints honored: C3 L12 LiteSVM block ships prose+quiz; C4 L4 Actions YAML ships as prose; C2 L13 teaches modules as inli	Bundle-verified: lesson-bfsp-pre-flight-check (C3's LiteSVM lesson) ships exactly [prose, quiz]; lesson-rpd-build-the-vault-core teaches the inline-module design (prose + rust buildable blocks; C2 content teaches 'inline mod'); the final C4 syllabus (dapp-and-
